Short_MA,Long_MA,Total Return,Annualized Return,Sharpe Ratio,Max Drawdown,Turnover,Exposure,Total Trades,Total Commissions,Total Slippage
10,30,0.014441919520518967,0.007396861146342193,0.10691645751292159,-0.1192985938241828,12.371229096098563,0.5676795580110497,31,31.0,63.62654443628085
20,50,0.011862215228470814,0.006881761750752613,0.09448296047279194,-0.12202605217977527,8.234325136596048,0.5667613636363636,19,19.0,40.96036450462249
50,200,-0.030241152752672498,-0.012457384399539584,-0.2325593456952318,-0.09383494464669706,0.6266484553193997,0.3628158844765343,2,2.0,3.1437602350816793
5,100,0.14105309098353355,0.05531306822089577,0.7041445818584133,-0.13406138540872392,7.408726945621939,0.5963302752293578,17,17.0,42.55653522482747
